question	choice_A	choice_B	choice_C	choice_D	answer
第二产业产值比重最大。城市人口比重持续上升，且增长速度较快。第三产业产值比重持续上升。第一产业产值比重持续降低。下图为“我国某省区三大产业产值比重与城市人口比重的变化图”，其中①代表第二产业产值比重的变化，②代表城市人口比重的变化，③代表第三产业产值比重的变化，④代表第一产业产值比重的变化。读图完成下题。图中曲线变化反映出该省区的城市化发展特点是( )	与我国其他省区相比，城市化水平较低	城市化发展与当地的经济发展协调一致	城市人口增长与第二产业发展同步	20世纪90年代末城市化速度最快	D
第二产业产值比重最大。城市人口比重持续上升，且增长速度较快。第三产业产值比重持续上升。第一产业产值比重持续降低。下图为“我国某省区三大产业产值比重与城市人口比重的变化图”，其中①代表第二产业产值比重的变化，②代表城市人口比重的变化，③代表第三产业产值比重的变化，④代表第一产业产值比重的变化。读图完成下题。该省区的第一产业比重逐步下降，其主要的原因是( )	区域工业化和城市化的发展使耕地大大减少	农业生产水平落后，产出少	农民的文化素质较低，农业经济不发达	农业生产的自然条件日渐恶化	A
2015年-2045年，我国劳动年龄人口会减少，老年人口会增多，低龄人口会减少。下图是我国不同年龄段人口变化图。读图，回答下列问题。为应对我国人口变化对社会经济发展带来的负面影响，目前采取的措施不可行的是（ ）	建立和完善社会保障制度	进一步改善医疗卫生条件	适当向国外进行产业转移	全面放开生育政策	D
2016年总人口数量大于2010年。2016年0-14岁人口比重大于2010年。2016年15-59岁人口比重小于2010年。2016年60岁以上人口比重大于2010年。下表为2010年和2016年的中国大陆人口统计数据。读表，完成下列问题对表中统计数据变化成因表述不正确的是（ ）	总人口增长较多是人口基数大造成的	2016年0~14岁人口比重上升主要受政策的影响	15~59岁人口比重下降主要是人口迁移造成的	60岁及以上人口比重上升与人均寿命延长有关	C
2016年总人口数量大于2010年。2016年0-14岁人口比重大于2010年。2016年15-59岁人口比重小于2010年。2016年60岁以上人口比重大于2010年。下表为2010年和2016年的中国大陆人口统计数据。读表，完成下列问题与2010年相比，2016年人口年龄结构变化导致（ ）	城市入学压力减轻	青壮年劳动力数量增加	青壮年劳动力负担加重	养老负担减轻	C
复种指数在160%左右复种指数是指一定时期内（一般为1年），在同一块耕地上，农作物的种植面积与耕地面积的比值。下图为我国某地区复种指数变化统计。据此完成下列各题。图示省份可能是（ ）	黑	苏	藏	琼	B
2009年-2010年,该地的复种指数降低。复种指数是指一定时期内（一般为1年），在同一块耕地上，农作物的种植面积与耕地面积的比值。下图为我国某地区复种指数变化统计。据此完成下列各题。导致该地图示时间内复种指数下降的主要原因是（ ）	生长期延长	全球气候变暖	城乡收入差距大	农业技术进步	C
2009年-2010年,该地的复种指数降低。复种指数是指一定时期内（一般为1年），在同一块耕地上，农作物的种植面积与耕地面积的比值。下图为我国某地区复种指数变化统计。据此完成下列各题。复种指数的降低带来（ ）	土地资源浪费	农活强度增加	土地集约利用	农村人地压力增大	A
乙国的人口出生率较高，人口死亡率较低。图中甲、乙、丙、丁分别表示不同的国家。读图，完成下列问题。人口出生率高、死亡率低、自然增长率高的国家是（ ）	甲	乙	丙	丁	B
丙国人口出生率和人口死亡率都较低。图中甲、乙、丙、丁分别表示不同的国家。读图，完成下列问题。与我国现阶段人口增长特点相似的国家是（ ）	甲	乙	丙	丁	C
工业总值整体上增长。在1980-1990年增长较慢，在1990-2001年增长较快。图是珠江三角洲地区工业总值增长示意图，读图回答问题。根据图中信息，以经济的增长速度为标准，将珠江三角洲的发展划分为三个阶段，分别是	1980～1985年为第一阶段，1985～2000年为第二阶段，2000年以后为第三阶段	1980～1990年为第一阶段，1990～2000年为第二阶段，2000年以后为第三阶段	1980～1995年为第一阶段，1995～2000年为第二阶段，2000年以后为第三阶段	1985～1990年为第一阶段，1990～2000年为第二阶段，2000年以后为第三阶段	B
工业总值整体上增长。在1980-1990年增长较慢，在1990-2001年增长较快。图是珠江三角洲地区工业总值增长示意图，读图回答问题。关于珠江三角洲经济发展第一阶段，叙述正确的是	第一阶段以资源密集型产业为主导产业，外商投资额增长较慢	处于中国改革开放初期，外商投资规模小，工业生产总值的提高缓慢	这一阶段我国处于改革开放初期，加之劳动力资源丰富，经济增长较快	政策和侨乡优势使外资工厂如雨后春笋般出现，所以工业总产值的增长也很迅速	B
工业总值整体上增长。在1980-1990年增长较慢，在1990-2001年增长较快。图是珠江三角洲地区工业总值增长示意图，读图回答问题。在经济发展的第二阶段中，与珠江三角洲工业化、城市化匹配的说法是	产业升级面临困难，劳动力资源严重紧缺	城市规模结构合理，相互之间分工合作密切	生态环境问题日趋严重，“三废”排放量大	产业结构调整，重工业和高技术工业发达	C
山腰月平均雾日高于山麓月平均雾日在水汽充足、微风及大气稳定的情况下，相对湿度达到 100 时，空气中的水汽便会凝结成细微的水滴悬浮于空中，使地面水平的能见度下降，这种天气现象称为雾，下图为我国南方某风景区山腰与山麓各月平均雾日比较图，读图完成下列小题。山腰各月平均雾日多于山麓的原因是( )	风力微弱	水汽较多	凝结核多	植被茂盛	B
山腰月平均雾日高于山麓月平均雾日在水汽充足、微风及大气稳定的情况下，相对湿度达到 100 时，空气中的水汽便会凝结成细微的水滴悬浮于空中，使地面水平的能见度下降，这种天气现象称为雾，下图为我国南方某风景区山腰与山麓各月平均雾日比较图，读图完成下列小题。大雾天气多，其影响表现为( )	天气多变，游客急剧减少	空气质量下降，诱发呼吸道疾病	视线下降，影响缆车运行	气温变化和缓，茶叶的品质优良	D
①、②、④、③的年降水量依次减少。②的春季降水量最少。④的夏季降水量最多。③的秋季降水量最多。②的冬季降水量最多。读我国郑州、成都、南昌和广州四大城市年降水量的季节分配表，回答问题。表中①、②、③、④分别代表的城市是（ ）	成都、广州、郑州、南昌	广州、南昌、郑州、成都	成都、南昌、郑州、广州	广州、成都、郑州、南昌	B
②城市夏季降水量比重最小读我国郑州、成都、南昌和广州四大城市年降水量的季节分配表，回答问题。导致②城市夏季降水量比重最小的主要原因是（ ）	离海洋最远，受夏季风影响最小	受地形阻挡，位于夏季风背风坡	纬度高，受台风影响小	受副高控制，盛行下沉气流	D
1958-1994年该省春小麦种植面积大于玉米。1994-2006年该生玉米种植面积大于春小麦。春小麦种植面积先增大后减小。玉米种植面积整体上上升。读“气候变化对该流域农业生产的影响图”，据此回答下列各题。此流域可能位于我国哪个省级行政区	冀	鄂	甘	吉	C
1958-1994年该省春小麦种植面积大于玉米。1994-2006年该生玉米种植面积大于春小麦。春小麦种植面积先增大后减小。玉米种植面积整体上上升。读“气候变化对该流域农业生产的影响图”，据此回答下列各题。关于该地区气候变化对农业生产影响的叙述，正确的是	农作物种植总面积缩小	农业结构发生明显变化	春小麦种植向低海拔地区迁移，种植范围缩小	玉米种植上限高度升高，种植范围扩	D
